,tid,dataset,qvid,vid1,vid2,rel1,rel2,s1,s2,s3,s4
389,389,moma-lrg,sKKSZ-hQKz0,WwBCJgVlaUA,-zGKPTMlR64,0.9691530663106176,0.930919156720241,0,0,0,0
390,390,moma-lrg,WwBCJgVlaUA,WcB1grpPYH4,UMYEoSW7hFA,0.8992755694521797,0.8983143614398108,0,0,0,0
391,391,moma-lrg,z5vGtfVEhY8,Ll63IzYVfOY,iof5ZQICtgc,0.8725732093056043,0.8884820359257553,0,0,0,0
392,392,moma-lrg,yII0Ra58lHo,wZnE2FNfxlM,Ppjq5LIuDN0,0.9196050196886063,0.921020117898782,0,0,0,0
393,393,moma-lrg,xvXsZIiF6sM,iof5ZQICtgc,IjO2_t8nmNI,0.9120121970772743,0.9194111826795117,0,0,0,0
394,394,moma-lrg,Mr3HnKfWh_g,qM2uXBcfLCs,Ll63IzYVfOY,0.8483884533246359,0.8673858530819416,0,0,0,0
395,395,moma-lrg,tbGW3wxHUMM,QvVOEdfEKvE,kq9Q9-U0vrc,0.9304116470394312,0.9534393293516977,0,0,0,0
396,396,moma-lrg,s3aR3yP4aKg,tbGW3wxHUMM,iof5ZQICtgc,0.9120762050151825,0.8676313990010665,0,0,0,0
397,397,moma-lrg,337ab182aak,kq9Q9-U0vrc,QvVOEdfEKvE,0.917271891342742,0.9314788902799289,0,0,0,0
398,398,moma-lrg,BiT2NoGqqSM,frrU_cXFYNk,lh2sqfwacok,0.8083426850360064,0.8329779375344515,0,0,0,0
399,399,moma-lrg,qM2uXBcfLCs,lh2sqfwacok,hOYC_2zL3lU,0.9733453181882699,0.9200954807025414,0,0,0,0
400,400,moma-lrg,wZnE2FNfxlM,vmKizKMK2I0,BiT2NoGqqSM,0.9482648760080337,0.8658751308917998,0,0,0,0
401,401,moma-lrg,iXPb5m2L0DE,Mr3HnKfWh_g,3zuYk-KLwV0,0.8483884558081627,0.9699660811354132,0,0,0,0
402,402,moma-lrg,jAqSIdqu71Q,yKioW3LWz7w,l64dJ_-iIQc,0.9595476625184727,0.9775868985388014,0,0,0,0
403,403,moma-lrg,eM-sN2ggbes,6SEn1j2nYPw,qEDHCpCXuK4,0.9621235499015219,0.9539863707290754,0,0,0,0
404,404,moma-lrg,Ppjq5LIuDN0,Nwel6QF3Cxs,jAqSIdqu71Q,0.9511795316261856,0.9632018937004938,0,0,0,0
405,405,moma-lrg,5ShWeuc9YEA,Ll63IzYVfOY,jAqSIdqu71Q,0.9933364089164469,0.978367512424787,0,0,0,0
406,406,moma-lrg,CnKlWwU6tm4,ayS6z90dOO0,337ab182aak,0.9468990045959358,0.8825987941097646,0,0,0,0
407,407,moma-lrg,kq9Q9-U0vrc,frrU_cXFYNk,lh2sqfwacok,0.9266767225095204,0.9365933049056265,0,0,0,0
408,408,moma-lrg,CMxWhDXLn40,eM-sN2ggbes,Mr3HnKfWh_g,0.9695376576412291,0.8548387069077719,0,0,0,0
409,409,moma-lrg,Ght-dK-Iw-8,337ab182aak,SsMlsns6bro,0.9071741464237373,0.9840836934745312,0,0,0,0
410,410,moma-lrg,hOYC_2zL3lU,BiT2NoGqqSM,3V5WZcXle_Y,0.8868912382534258,0.9906553615022589,0,0,0,0
411,411,moma-lrg,SsMlsns6bro,Ppjq5LIuDN0,l64dJ_-iIQc,0.9966152790519927,1.0,0,0,0,0
412,412,moma-lrg,3V5WZcXle_Y,CMxWhDXLn40,l64dJ_-iIQc,0.9640663139246128,0.9725281168465262,0,0,0,0
413,413,moma-lrg,R490Ar-XlrQ,jAqSIdqu71Q,xvXsZIiF6sM,0.9637741616579016,0.9618567752115654,0,0,0,0
414,414,moma-lrg,lh2sqfwacok,qEDHCpCXuK4,iXPb5m2L0DE,0.9546279269788001,0.9733453181882699,0,0,0,0
415,415,moma-lrg,yKioW3LWz7w,xvXsZIiF6sM,wZnE2FNfxlM,0.9589674400213437,0.9525772829086353,0,0,0,0
416,416,moma-lrg,19gxqQ45JP8,5pVofFYuKks,di6WR40Ju4o,0.7876942356427511,0.6389582753181458,0,0,0,0
417,417,moma-lrg,pIvkh4QARX4,omU5FM11Hdg,f-W522lJtBQ,0.9186268260081609,1.0,0,0,0,0
418,418,moma-lrg,f-W522lJtBQ,0qGcaVRu3vk,t7fBqju2GJY,1.0,0.6024367809295654,0,0,0,0
419,419,moma-lrg,di6WR40Ju4o,elijDDPWOVA,k_JpwG89nkE,0.8803337315718333,0.77598996283043,0,0,0,0
420,420,moma-lrg,bW5FIkVQtyw,E-OLsFLG_D0,5x3YYy4OHOg,0.8369507764776548,0.7710326472918193,0,0,0,0
421,421,moma-lrg,T_9K0N9hSEc,whHworZzpJc,4HwcnI5SrpE,0.8404306968053182,0.7597807976934645,0,0,0,0
422,422,moma-lrg,RxcfvtRtu60,f-W522lJtBQ,P7G7MyRvQrc,1.0,0.9069179031583997,0,0,0,0
423,423,moma-lrg,wvSHcp20Vko,f-W522lJtBQ,di6WR40Ju4o,0.9601076692342758,0.6813844467202822,0,0,0,0
424,424,moma-lrg,7hagY2S9l3k,0qGcaVRu3vk,T_9K0N9hSEc,0.9006091952323914,0.7725323190291723,0,0,0,0
425,425,moma-lrg,E-OLsFLG_D0,bW5FIkVQtyw,19gxqQ45JP8,0.8369507764776548,0.8139333625634512,0,0,0,0
426,426,moma-lrg,Nwmi6XdCVPA,RxcfvtRtu60,HPjONYEKwnY,1.0000000993410747,0.6580656554017748,0,0,0,0
427,427,moma-lrg,P7G7MyRvQrc,3ZrurhxII-M,Ol1O-rnoFoo,0.8883014599482218,0.906917894879977,0,0,0,0
428,428,moma-lrg,aqD5jFxsaTo,t7fBqju2GJY,530Xv_EKnKs,0.6024367809295654,0.5703169368207455,0,0,0,0
429,429,moma-lrg,-Y3MAigvOco,5x3YYy4OHOg,1XSzc3dVCwk,0.7566568106412888,0.5053231502572695,0,0,0,0
430,430,moma-lrg,HYJbs_f4n-A,aqD5jFxsaTo,xC4VpD2FX_8,0.7128006219863892,0.3358064517378807,0,0,0,0
431,431,moma-lrg,5pVofFYuKks,19gxqQ45JP8,Kuhc6od_huU,0.7876942157745361,0.5862078070640564,0,0,0,0
432,432,moma-lrg,4HwcnI5SrpE,BJGywz0wWKg,19gxqQ45JP8,0.8983551727400886,0.8291382905509737,0,0,0,0
433,433,moma-lrg,0qGcaVRu3vk,elijDDPWOVA,Y5qLmrvj9N0,0.978725975310361,0.9392462854201977,0,0,0,0
434,434,moma-lrg,t7fBqju2GJY,HPjONYEKwnY,19gxqQ45JP8,0.5304379888943264,0.8506792187690735,0,0,0,0
435,435,moma-lrg,_6Y52JHN-LA,uC13kU8_Tzs,BDbkQp2NDQo,0.7247428372502327,0.8644246906042099,0,0,0,0
436,436,moma-lrg,530Xv_EKnKs,5pVofFYuKks,RxcfvtRtu60,0.5703169368207455,0.5703169604142507,0,0,0,0
437,437,moma-lrg,Ol1O-rnoFoo,_6Y52JHN-LA,T_9K0N9hSEc,0.750672901670138,0.840430736541748,0,0,0,0
438,438,moma-lrg,1XSzc3dVCwk,di6WR40Ju4o,RxcfvtRtu60,0.8503449400266011,0.9171637713909149,0,0,0,0
439,439,moma-lrg,p0Kad9yulLw,elijDDPWOVA,HYJbs_f4n-A,0.9787259764141507,0.7128006219863892,0,0,0,0
440,440,moma-lrg,whHworZzpJc,NO41Z4w0MRg,530Xv_EKnKs,0.9456013490756352,0.5703169517219067,0,0,0,0
441,441,moma-lrg,-xpPkkpmlzM,4X4Vo0kn_y4,QRtJnFvKimY,0.7881248415013155,0.7730696506798267,0,0,0,0
442,442,moma-lrg,V8nSpAiKWKo,fKqfArq4j-o,maPnf24iBTE,0.935691325276187,0.8519171958877927,0,0,0,0
443,443,moma-lrg,QWtFe_CXe8I,WIaWTESJjrg,8gzmqjuSopI,0.8395092897117138,0.47977454283020715,0,0,0,0
444,444,moma-lrg,wPlTOJgxg5g,QaRgQ0vu8MQ,WXiku0LNNmw,0.902530230814591,0.8372824040670244,0,0,0,0
445,445,moma-lrg,hZqorDMaLlw,1x_Dix19dM0,q3vGoIxIqhg,0.8405172688265642,0.782565136647059,0,0,0,0
446,446,moma-lrg,WpoVkulGrto,WIaWTESJjrg,M7ac2OUy6Ss,0.6077264649172625,0.817730137043529,0,0,0,0
447,447,moma-lrg,T8b3Ppb1jrw,hZqorDMaLlw,wiM9h_7QDtc,1.0,0.7483566147940499,0,0,0,0
448,448,moma-lrg,iXKRjY-CJx4,jYSAoLG1G_8,h5x6BjQUs14,0.9177158408694797,0.9591043616334597,0,0,0,0
449,449,moma-lrg,GH6S0bbOWDU,Vw34wMAqWzc,Rcb64ovmE0I,0.849891792844843,0.9526010513305664,0,0,0,0
450,450,moma-lrg,jYSAoLG1G_8,_b5qkemFbJw,xIAKi3ns5so,0.8628473425028371,0.8352870828023664,0,0,0,0
451,451,moma-lrg,6BSeFs40QOI,88MeRzXruz0,fKqfArq4j-o,0.9187108687169495,0.8304231481795961,0,0,0,0
452,452,moma-lrg,6aMDistAeSE,WXiku0LNNmw,1s5KBXCTGtg,0.8291451343823046,0.8027062075156155,0,0,0,0
453,453,moma-lrg,qb8vMdRWtt0,FZZsMuB3S_k,vgm4sxGdX-M,0.8288126361245911,0.8916203088881004,0,0,0,0
454,454,moma-lrg,ZXvUxddAlc8,jg7M_QuN5P0,WXiku0LNNmw,0.9058737437976034,0.8872816019469782,0,0,0,0
455,455,moma-lrg,YhhmCzmg-BQ,d5yOIK4P5DU,6C6oOcDFmLY,0.8549134841332069,0.7649894235862625,0,0,0,0
456,456,moma-lrg,MXq13PjO-FQ,GH6S0bbOWDU,5toVaiavq8s,0.6089586734771728,0.6041558411386279,0,0,0,0
457,457,moma-lrg,MWOuN6d29zg,a4Qvh6VIoSs,Uy4ISYHsl6U,0.537012915862234,0.7145290591500022,0,0,0,0
458,458,moma-lrg,oGC7Tl6zpbI,JzEOVsrdhkg,vgm4sxGdX-M,0.8705807822007758,0.888334263855266,0,0,0,0
459,459,moma-lrg,sjt0Va16LLk,JzEOVsrdhkg,lLINwmmzfRs,0.8628310338880112,0.926289935906728,0,0,0,0
460,460,moma-lrg,88MeRzXruz0,WpoVkulGrto,D1jvrLvkOMs,0.9867757643972126,0.8467039267222087,0,0,0,0
461,461,moma-lrg,bG6I1jhg9Xw,BKInZGOqcZ4,64Vu-Vn8Hyk,0.883664470875547,0.6185253758042577,0,0,0,0
462,462,moma-lrg,3qquQqWGLJY,6aMDistAeSE,4Dk7eYoj5GI,0.3772896161923806,0.7409718754178002,0,0,0,0
463,463,moma-lrg,MCG2ycuoOg4,4X4Vo0kn_y4,xNtphQGuef4,0.8023214352556638,0.8753073418601638,0,0,0,0
464,464,moma-lrg,5__1PwHRpAM,8gzmqjuSopI,maPnf24iBTE,0.9539078236980871,0.8403455800716839,0,0,0,0
465,465,moma-lrg,snjEAfkXfLU,_1DZZpKkQ1s,1gdJ_ieFNZU,0.7663739832456816,0.9580335984075512,0,0,0,0
466,466,moma-lrg,IYvXpUuHOl8,kryDENEwaSk,5JfKnAVdsHo,0.9620988574765977,0.8497724031408628,0,0,0,0
467,467,moma-lrg,KZi_Jchx-Ew,S1VB6cevY5o,tMzxjJygrH4,0.8507508999771541,1.0000000596046448,0,0,0,0
468,468,moma-lrg,O-H7DA2fEec,nd40lIYtQmA,4P5Z2aU9SQw,0.8737549526673374,0.7543634994635506,0,0,0,0
469,469,moma-lrg,PRgqjMISfH8,WChj2iVnrRk,XVClORjb4io,0.8722452887230449,0.8739532798896601,0,0,0,0
470,470,moma-lrg,XHKVltT6TIs,pWu8kQ3ic_E,ei4xpbNydFM,1.0000000596046448,0.9269084986299276,0,0,0,0
471,471,moma-lrg,gyBXqmh4VBo,Oqp9sKzYUZU,858kpMv7hDQ,0.8074624157614179,0.8598571037962324,0,0,0,0
472,472,moma-lrg,zwJGxWOXlYY,wTpRPrN09-E,fBxkXD1GV44,0.8715167795879799,0.8567644365523991,0,0,0,0
473,473,moma-lrg,R0unHKwIXC0,858kpMv7hDQ,W-09GXzDL0I,0.8828159654897356,0.8581766699632956,0,0,0,0
474,474,moma-lrg,1iKnKcI8KaE,dNniHrlv7f4,3SU6a9jrGgo,0.9061367298875536,0.9554668936568003,0,0,0,0
475,475,moma-lrg,sJinabhuNvk,81OM6kN7IY0,eMdoY8xyMFs,0.8938884513363952,0.915782584660295,0,0,0,0
476,476,moma-lrg,-y5IDT6ZM4E,Nj8XNBZZsxY,sJinabhuNvk,0.9334018452299965,0.8999151686827342,0,0,0,0
477,477,moma-lrg,JcTthT3SFZE,CABqlL02I28,nb4RO3L42XM,0.9603260894616445,0.717215312520663,0,0,0,0
478,478,moma-lrg,vnlUl0srvy4,fBxkXD1GV44,IMuoOkm9NTg,0.8567645168095304,0.869283272445887,0,0,0,0
479,479,moma-lrg,1om_YMtmvsc,8JP_hTnMisc,nHT_1jllz84,0.8755643548788847,0.8593353504384007,0,0,0,0
480,480,moma-lrg,xnMf8J6UFZs,ek8q-fOMEQY,5JfKnAVdsHo,0.637534248828888,0.849772448092699,0,0,0,0
481,481,moma-lrg,zQOI8pwTZsc,9QTmC0ncuTI,oEPTR06q0hk,1.0,0.896459775335259,0,0,0,0
482,482,moma-lrg,CABqlL02I28,lrFNdV9CsTY,tR6BUanG96k,1.0,0.8742589525050587,0,0,0,0
483,483,moma-lrg,pWu8kQ3ic_E,wTpRPrN09-E,gyBXqmh4VBo,0.8715167731830948,1.0000000596046448,0,0,0,0
484,484,moma-lrg,UvGTAJTaCc8,GbCO46F6b0I,oEPTR06q0hk,0.9999999403953552,0.896459775335259,0,0,0,0
485,485,moma-lrg,qC8VVCdJIAs,CgnXIsg3pPA,wTpRPrN09-E,0.8497394522031148,0.9264680208605631,0,0,0,0
486,486,moma-lrg,fi4pCMvK5_A,lrFNdV9CsTY,nb4RO3L42XM,0.6375341892242432,0.6318161487579346,0,0,0,0
487,487,moma-lrg,uJZ4axVuUxM,19LN06_kTJw,buKA9bRJ9dE,0.8543124339055447,0.85586087290375,0,0,0,0
488,488,moma-lrg,tMzxjJygrH4,lrFNdV9CsTY,eovHSX_Z8z8,1.0,0.9267833285164415,0,0,0,0
489,489,moma-lrg,ozsGiPaariQ,JcTthT3SFZE,nb4RO3L42XM,0.8000588754812876,0.6318161487579346,0,0,0,0
490,490,moma-lrg,VRzpQ4wlu7Y,KZi_Jchx-Ew,aDdh2439hnU,0.6375342508157095,0.7572765542401207,0,0,0,0
491,491,activitynet-captions,v_Ti3z17QofU8,v__pMQwrt-cf4,v_4zYY4abpCgI,0.3761429753568437,0.22992234996386937,0,0,0,0
492,492,activitynet-captions,v_m5NK0eErs90,v_HWgQhsTgj90,v_kLflIBGCNrc,0.32578399032354355,0.4980751574039459,0,0,0,0
493,493,activitynet-captions,v_eCh_SqpkjtA,v_-9B2XtqICFw,v_AFtFitXAFks,0.08388352021574974,0.2549346834421158,0,0,0,0
494,494,activitynet-captions,v_dEG-OgH9zmU,v_2O-TyeSMueg,v_6Z4Qg_fNo0Q,0.345818581906232,0.5160515209039053,0,0,0,0
495,495,activitynet-captions,v_JowsnupmNd0,v_D-0MV6LRvbs,v_7MAADmeogHo,0.2044664711824485,0.08913414739072323,0,0,0,0
496,496,activitynet-captions,v_m7wfcL6YSMY,v_QZyR7yfp8hA,v_rMX2KeJa8qI,0.33287576337655383,0.0938634177049001,0,0,0,0
497,497,activitynet-captions,v_VD3kzQGuQnc,v_SfiAcQAPpQ8,v_X5Dsemc20pg,0.3342225067317486,0.4983486334482829,0,0,0,0
498,498,activitynet-captions,v_I8m878YGmU8,v_Lyi8-hf1rCw,v_NbIxjYWSURI,0.4102109173933665,0.5115731716156006,0,0,0,0
499,499,activitynet-captions,v_i4SvqrGYH-Q,v_U01xasUtlvw,v_2X4-yp_EFVE,0.1907117124646902,0.30781414040497374,0,0,0,0
500,500,activitynet-captions,v_M2ntILX6VP0,v_GBFRHM7i-NQ,v_E-6XZrDYRuM,0.5348625679810842,0.3789214295749035,0,0,0,0
501,501,activitynet-captions,v_XFlWVBU4z9E,v_7lNAmkaMyyg,v_P-ENnGQ_FuU,0.2226330429315567,0.04794064749564443,0,0,0,0
502,502,activitynet-captions,v_kG7inHibWLU,v_MFvdMVCzfB0,v_b8ftOk8tKxg,0.32408384047448635,0.18844683965047201,0,0,0,0
503,503,activitynet-captions,v_cwQQj3VZLC8,v_mtSJG4q2vP4,v_v0cihSAXQbI,0.15736219380050898,0.3255002254789526,0,0,0,0
504,504,activitynet-captions,v_UD7HJBRK2Z4,v_x_luDzL03vw,v_KnF56TCKPYw,0.2840844839811325,0.05707812123000622,0,0,0,0
505,505,activitynet-captions,v_Y1j_e1DXW6I,v_5yqHTGQm2B0,v_kWh_zSLpZuQ,0.46690888330340385,0.30735181059156147,0,0,0,0
506,506,activitynet-captions,v_-BVpaPkee2I,v_jwOZsKS25oc,v_yinXvETACC4,0.4059471860527992,0.5567155927419662,0,0,0,0
507,507,activitynet-captions,v_gQLH5G88ClE,v_JHHHuKeA-WQ,v_vt46wY2Q9JQ,0.20021362437142265,0.5445143410137722,0,0,0,0
508,508,activitynet-captions,v_tJLm2D4J3X0,v_MXN34b2OUjQ,v_-XCESzrIWXA,0.08060904145240784,0.18338850885629654,0,0,0,0
509,509,activitynet-captions,v_huo2ldsQHUI,v_K-rEA43wOS0,v_4IC1_C_dtvk,0.20811614394187927,0.31300876289606094,0,0,0,0
510,510,activitynet-captions,v_cqgecSy943o,v_iRp-pWnPoYw,v_LW8UDBQ1yJc,0.34708082526922224,0.24384120479226112,0,0,0,0
511,511,activitynet-captions,v_xcBJP14YBvg,v_IJ76Wtgg2g4,v_Il2jGm3L0-0,0.31429503858089447,0.42213097711404163,0,0,0,0
512,512,activitynet-captions,v_KEJP4Uxa5m0,v_G5ueYVLGtm8,v_eypKc4FyZ2s,0.41383253782987595,0.23942746754203523,0,0,0,0
513,513,activitynet-captions,v_VCg6_fuipp8,v_eGTZNTfgg24,v_oEZToisRw4w,0.6105471253395081,0.3568545877933502,0,0,0,0
514,514,activitynet-captions,v_Jl2lDgcsvmA,v_3fAVDJyrSQs,v_J3jICOa0WCk,0.22887418931350112,0.4028341770172119,0,0,0,0
515,515,activitynet-captions,v_E88Sr9H3Wi8,v_WKLLTGbDI7w,v_COx5Bf0PsQs,0.3250613709290822,0.42981432242826983,0,0,0,0
516,516,activitynet-captions,v_QosVN26lb1g,v_w7IeqGuuA7Q,v__uOfIm1tFcI,0.4634340448038919,0.11015808458129565,0,0,0,0
517,517,activitynet-captions,v_6yVhTyPaaLQ,v_sJFgo9H6zNo,v_X2GUUIGudxs,0.06472461617418698,0.2579784821718931,0,0,0,0
518,518,activitynet-captions,v_C8hdbmjUMRc,v_ZblmMtkVXIc,v_tMheZSxPl3Q,0.4019885897636414,0.1577464242776235,0,0,0,0
519,519,activitynet-captions,v_PoamN_DEInI,v_dGxJGvw_sUg,v_a5R0qO5NynU,0.03390995040535927,0.2529053334146738,0,0,0,0
520,520,activitynet-captions,v_O_IrzZbXiCc,v_vXOT_VXWOqo,v_mI7Hwk_AF-M,0.18285264819860458,0.05136591866612435,0,0,0,0
521,521,activitynet-captions,v_bi_xkH87Rnw,v_-ux1hQSR1AM,v_70GQ4Nnrk4E,0.3737323863638772,0.20130554383451288,0,0,0,0
522,522,activitynet-captions,v_E0dqgXVU6wA,v_3PiN6rDgg_E,v_3Y_4Azzta6Q,0.3913556569152408,0.08908149152994156,0,0,0,0
523,523,activitynet-captions,v_5ohc1_X2W80,v_1fyxOUEihAQ,v_mWj6lO9PZCs,0.18000715598464012,0.3624029954274495,0,0,0,0
524,524,activitynet-captions,v_vb1CG5i1lEs,v_R37pbIySnjg,v_o1DCCTev0CQ,0.3394328440938677,0.18387863412499428,0,0,0,0
525,525,activitynet-captions,v_I5YCAQXHoFw,v_RVZprJDJz1U,v_HpJ2pr0ykqo,0.4044231101870537,0.28959857548276585,0,0,0,0
526,526,activitynet-captions,v_HcPhIfhQLmA,v_P-6ITEpg0mw,v_41xqneu4_RA,0.072738266736269,0.2562444632252057,0,0,0,0
527,527,activitynet-captions,v_eECoZPqsTYI,v_7pYrfYFoxdc,v_cpy_BFGQoQ8,0.21108508358399072,0.3151136015852292,0,0,0,0
528,528,activitynet-captions,v_-qGmUrF_7v4,v_nyjtOdSyHn4,v_jzVxdBzCuoM,0.37610739895275663,0.25365833441416424,0,0,0,0
529,529,activitynet-captions,v_E50d5qFvzOI,v_QMm6gYzsMw8,v_-SYV9IB-36s,0.28731364756822586,0.4135976391179221,0,0,0,0
530,530,activitynet-captions,v_p377oL-EM_E,v_uRBE-ANigvs,v_2NAbdlHXcTI,0.23764802515506744,0.1179839838296175,0,0,0,0
531,531,activitynet-captions,v_eypKc4FyZ2s,v_ctFlPn4EfkU,v_Tw1vg9qWLx0,0.15573265509946005,0.2787971496582031,0,0,0,0
532,532,activitynet-captions,v_uatIP3FGQXk,v_p2P5g7HTJeY,v_f0rWFvJ7uTk,0.2387087202884934,0.5188495881027646,0,0,0,0
533,533,activitynet-captions,v_f0CVl853HUg,v_JBTiD2-FcR0,v_IOoj4yWCoPg,0.18190216521422067,0.5267042145133018,0,0,0,0
534,534,activitynet-captions,v_npzRJiGHc9c,v_n9TuUTNpKwg,v_Likt_9dbMqE,0.16942164301872253,0.3560029225690024,0,0,0,0
535,535,activitynet-captions,v_j1QaZ7YWcJ8,v_EKfhRuD3x9s,v_jAk-vBePtTU,0.2148219533264637,0.3327566564083099,0,0,0,0
536,536,activitynet-captions,v_qUFPq8D0jMc,v_x2CZHFxoZaM,v_lTFCUuLtUJs,0.10725221112370491,0.4117651343345642,0,0,0,0
537,537,activitynet-captions,v_ffUtqOyJ7fM,v_zlXs92vjuSU,v_4WNso9fVJG8,0.1503348189095656,0.3496083815892537,0,0,0,0
538,538,activitynet-captions,v_o_AftOrP4zI,v_qumU7AgV3Mk,v_73n-KuFkH94,0.18267496364812055,0.44958292444547016,0,0,0,0
539,539,activitynet-captions,v_J6T9pokWX1E,v_pc5_pexVob8,v_xwu60huH3ds,0.1600484549999237,0.30943909883499143,0,0,0,0
540,540,activitynet-captions,v_Y9B22Ii7-eE,v_bJ5YjjFLGyA,v_3xUAyMuqBrQ,0.3145869831244151,0.47316970782620565,0,0,0,0
541,541,activitynet-captions,v_nWpFumm3Z5g,v_FeWZkO6kZl0,v_LbXhdPZakpo,0.4269870583500181,0.31802758388221264,0,0,0,0
542,542,activitynet-captions,v_kC8DS6b76yI,v_qi_6u0mMJQM,v_ux3h_qEusvw,0.41666410650525776,0.2656508982181549,0,0,0,0
543,543,activitynet-captions,v_gM7JdDs5f4o,v_oxcUr-Nlldo,v_0drl-yrfBAA,0.1913549927147952,0.3318025640078953,0,0,0,0
544,544,activitynet-captions,v_FFZOmzFc_us,v_7S7THbo8uds,v_TtQPtLPTqBA,0.10750074610114098,0.22693172097206116,0,0,0,0
545,545,activitynet-captions,v_G5gvb71BB5I,v_-fBxVUu0KcQ,v_IGamNJ5yIh4,0.21440670053873742,0.3858399646622794,0,0,0,0
546,546,activitynet-captions,v_DfOqhNeHDgM,v_MYRsm8m9mk4,v_PjSOjB7qhcA,0.23160407766699792,0.05650602816604078,0,0,0,0
547,547,activitynet-captions,v_6tzQ5-VBgVU,v_j_IJQAywTuU,v_Ffi7vDa3C2I,0.31072386503219607,0.42602353245019914,0,0,0,0
548,548,activitynet-captions,v_YZhNtSJMzq8,v_o_e0KLnKpj8,v_0Mn0gxECBLA,0.28021500176853603,0.4087339863181114,0,0,0,0
549,549,activitynet-captions,v_n41Ypwpn-P8,v_CAa74sedG9A,v_Z4OyG8ZzUpg,0.4172165145476659,0.2304604020383623,0,0,0,0
550,550,activitynet-captions,v_ClE77VhGQsk,v_ItpDcSURusI,v_R3HC-IAZVZg,0.1410341834028562,0.2851837143301964,0,0,0,0
551,551,activitynet-captions,v_YuCMWTdK_DY,v_lUrHCNqVl-A,v_IwViXKNNBEU,0.36380121919016045,0.22725252310434976,0,0,0,0
552,552,activitynet-captions,v_q2VG0zzPJMw,v_bY0bGFJ-k1U,v_Nb87GFizCB8,0.3474151875291552,0.0706508042556899,0,0,0,0
553,553,activitynet-captions,v_JM7YQFgxu2I,v_aYC7F72n924,v_8DIfyvX7H8Y,0.14974309206008912,0.022431503449167525,0,0,0,0
554,554,activitynet-captions,v_olFThb2_GHM,v_P6UwokP8BEg,v_TADJh_DZOfE,0.3147463295608759,0.19544058225371622,0,0,0,0
555,555,activitynet-captions,v_HatKNbfqL-k,v_Qre7RVxEn78,v_U40FhqwfBvs,0.29329422754900797,0.07726812331626813,0,0,0,0
556,556,activitynet-captions,v_ikHGZpkhfNc,v_DXIHbnyfNGA,v_U697zTxxDHM,0.11417186260223389,0.42034049704670906,0,0,0,0
557,557,activitynet-captions,v_15HUSdsIHxg,v_Ax8GCogz6Yg,v_63lmoqLxB8c,0.25572467781603336,0.04704602970741689,0,0,0,0
558,558,activitynet-captions,v_D84XQFQ4tsU,v_Mx-rOsiQTos,v_dAP7xalPRHo,0.1991719961166382,0.3088509155703442,0,0,0,0
559,559,activitynet-captions,v_DRHW4FvSKdw,v_2-xPjKzp-Kk,v_yJgC3-t_ciw,0.35508009046316147,0.20073849255485193,0,0,0,0
560,560,activitynet-captions,v_Gc1Mk5UyECQ,v_Lr-FutvMXoA,v_JSYv9uYZP2o,0.16584191843867302,0.2717901859432459,0,0,0,0
561,561,activitynet-captions,v_FWPJWq-uhUw,v_AJ15GW-sS5M,v_BERvPz1e_AU,0.3523092955350876,0.1870536288867394,0,0,0,0
562,562,activitynet-captions,v_rdZ0TZcP0NU,v_t0YXK4W_L7o,v_hJiaSHwOkcs,0.49063101410865784,0.32070909227643696,0,0,0,0
563,563,activitynet-captions,v_Bs3OMhhUlY4,v_7x_1tRem1gA,v_4BofYu8Soz8,0.3438570976257324,0.1815698742866516,0,0,0,0
564,564,activitynet-captions,v_Xv2-EY_zKNM,v_WX1TLuHXCd8,v_U7k6GFEOt7g,0.19615955464541912,0.3567029195172446,0,0,0,0
565,565,activitynet-captions,v_beASFdYJFUU,v_4zLTW7lT3fs,v_YIYZHQUOtnA,0.08231326239183545,0.2694916178782781,0,0,0,0
566,566,activitynet-captions,v_7jGKlEvH_uw,v_Pi5fonaOYTI,v_yUbdrBSmUHE,0.6347283959388733,0.44100458920001984,0,0,0,0
567,567,activitynet-captions,v_MQ7k1wig4jk,v_w-st-23ZQSs,v_UuLBAMSmwgc,0.10086025545994441,0.5234002232551574,0,0,0,0
568,568,activitynet-captions,v_7n9It_jjaBg,v_lq-8Y-YLcNI,v_VXCV3KUtCdk,0.10655990491310756,0.25254405848681927,0,0,0,0
569,569,activitynet-captions,v_dNUZyM1gF1E,v_G6qOkn-K6aw,v_GQ1eaxmDlzQ,0.14355791981021562,0.24674073358376822,0,0,0,0
570,570,activitynet-captions,v_TQco5PWc2JU,v_s-kFpQRPcyE,v_TT2e7-NbUxo,0.29377947534833637,0.41812344392140705,0,0,0,0
571,571,activitynet-captions,v_twL4mmkCQ0s,v_z_ojmuWzMWo,v_Z90-HZ_geSI,0.31817641523149276,0.45445071657498676,0,0,0,0
572,572,activitynet-captions,v_2Mh-OomUNpQ,v_sRTDDlI1-Yo,v_tAEGMVLn0wk,0.3336867690086365,0.09357652797674139,0,0,0,0
573,573,activitynet-captions,v_qiT-OtAHtvk,v_zm8gZpwZkRE,v_upic9S0oEhg,0.20961040258407593,0.42533980309963226,0,0,0,0
574,574,activitynet-captions,v_wB9LBEHR5-c,v_Fp8e9dbWeSg,v_ZsXJw0d3QbU,0.4855208516120911,0.33596308316503254,0,0,0,0
575,575,activitynet-captions,v_1cLxW-FhgpA,v_Fok7z0mLNbU,v_1ErQKcUju8o,0.4512227475643158,0.3259894847869873,0,0,0,0
